gva_id,url,isbn,issn,doi,pmid,sici,type,title,author,organization,first_published,last_updated,transferred_by,fact_check1,fact_check2,fact_check3
1998115,https://www.pennlive.com/news/2021/05/man-killed-in-york-city-triple-shooting-idd.html,,,,,,,,,,,,Elva Cortez,,,
1998115,https://www.fox43.com/article/news/crime/police-scene-york-city-shooting/521-4f21c97c-0bb7-4c54-a99a-23cdf88925ca,,,,,,,,,,,,Elva Cortez,,,
1998115,https://www.yorkdispatch.com/story/news/2021/05/07/one-killed-2-shot-overnight-shooting-york-city/4986177001/,,,,,,,,,,,,Elva Cortez,,,
1998042,https://kfor.com/news/local/1-man-dead-2-injured-following-shooting-in-del-city/,,,,,,,,,,,,Elva Cortez,,,
1998042,https://kfor.com/news/local/police-searching-for-suv-in-connection-to-deadly-drive-by-shooting-in-del-city/,,,,,,,,,,,,Elva Cortez,,,
1998067,https://www.ksdk.com/article/news/crime/2-men-fatally-shot-3-wounded-in-kinloch-self-transported-area-hospitals/63-4b5d2fc5-0285-47bc-9648-8601bbe94f58,,,,,,,,,,,,Elva Cortez,,,
1998067,https://www.stltoday.com/news/local/crime-and-courts/2-men-killed-after-shooting-in-kinloch/article_9d21393a-69fb-52d8-ae14-93467a27bbb9.html,,,,,,,,,,,,Elva Cortez,,,
1998067,https://www.kmov.com/news/2-killed-3-injured-after-shots-fired-at-north-county-park/article_fbdbf236-af94-11eb-a950-ebe0268f9680.html,,,,,,,,,,,,Elva Cortez,,,
1993551,https://www.mlive.com/news/saginaw-bay-city/2021/05/man-dead-after-5-people-shot-during-party-at-house-operating-as-unregistered-airbnb-in-saginaw.html,,,,,,,,,,,,Karen Li,,,
1993551,https://www.mlive.com/news/saginaw-bay-city/2021/05/police-release-name-of-saginaw-man-killed-during-party-at-daily-rental-house.html,,,,,,,,,,,,Karen Li,,,
1993057,https://www.local10.com/news/local/2021/05/03/3-dead-after-shooting-inside-home-in-southwest-miami-dade/,,,,,,,,,,,,Karen Li,,,
1993057,https://wsvn.com/news/local/miami-dade/shooter-2-women-dead-after-man-barricades-self-inside-sw-miami-dade-home/,,,,,,,,,,,,Karen Li,,,
1993057,https://www.nbcmiami.com/news/local/3-people-found-dead-after-shooting-at-miami-dade-home/2442001/,,,,,,,,,,,,Karen Li,,,
1993057,https://www.local10.com/news/local/2021/05/04/more-details-emerge-about-killings-in-miami-dade-home/,,,,,,,,,,,,Karen Li,,,
1993221,https://www.wbaltv.com/article/quadruple-shooting-carroll-park-baltimore/36313317,,,,,,,,,,,,Karen Li,,,
1993664,https://philadelphia.cbslocal.com/2021/05/03/burton-street-quadruple-shooting-frankford/,,,,,,,,,,,,Karen Li,,,
1992469,https://www.winknews.com/2021/05/02/shooting-reported-at-festival-in-clewiston/,,,,,,,,,,,,Karen Li,,,
1992469,https://www.facebook.com/hendrysheriff/posts/5478232062219411,,,,,,,,,,,,Karen Li,,,
1992469,https://www.winknews.com/2021/05/03/one-young-woman-killed-three-others-injured-after-festival-shooting-in-clewiston/,,,,,,,,,,,,Karen Li,,,
1992534,https://www.nola.com/news/crime_police/article_3d65ae5e-ab26-11eb-9dcd-e71dff1511b1.html?2346&utm_medium=social&utm_source=twitternoladotcom&utm_campaign=snd,,,,,,,,,,,,Karen Li,,,
1995232,https://www.gunviolencearchive.org/incident/1995232?__cf_chl_jschl_tk__=995b39a3cfb3617f7a34f787258cf8f590776eeb-1623754948-0-AQlbaLyeV_oY_b2Yk2EP9LiE74hNGbkvgwcdAZBlJnbwHU-56UKbUEis8KJsR_F7ZCJm3Z7p34xXHAAAH0fuoY0uYtuaT6YCK6vxAUZZMwuCJwNgNEu-MJGVPOywfMpPPm_96zMsLxwBniMflfy2fqzD9w6ZwtowSPTTLaSYvT5CwVi4Iq7NEy6Fws--CE9UGjqRdgL15Edy9H_AoB_qJ75srZ1qEPAM6TNWab55AUdGfd3kS9E-X8F2o7CKifIMGtyDC8M8CK1B5ACI0EdSRv6_F2qjN2lBafAWTdwEN9wBoqDTpRWo3JhqObJdSx6r_E3wQj_7YZ_43qm5U4Cadx0l-uv6Sf4LFffgvHKliQYsnBAFGxeaGn5H6I0Kgebj7RKNCPorfPWRIiuSoYBFkoGHc_dyWJva94NnG3jQAmEt,,,,,,,,,,,,Chae-ann L,,,
1994893,https://www.courant.com/breaking-news/hc-br-triple-shooting-hartford-20210504-tqqrafbdqrdvddr7hnx3avf2ui-story.html,,,,,,,,,,,,Elva Cortez,,,
1994893,https://www.wtnh.com/news/connecticut/hartford/hartford-pd-investigating-triple-shooting-on-norwich-street/,,,,,,,,,,,,Elva Cortez,,,
1993455,https://mynewsla.com/crime/2021/05/03/two-men-shot-to-death-woman-wounded-in-arlington-heights-2/,,,,,,,,,,,,Elva Cortez,,,
1993455,https://ktla.com/news/local-news/restaurant-altercation-likely-led-to-shooting-that-left-2-dead-1-injured-in-mid-city-neighborhood-lapd/,,,,,,,,,,,,Elva Cortez,,,
1993455,https://mynewsla.com/crime/2021/05/05/officials-id-two-men-killed-in-shooting-at-strip-mall-in-arlington-heights/,,,,,,,,,,,,Elva Cortez,,,
1992193,https://www.nwahomepage.com/northwest-arkansas-news/2-dead-in-madison-county-homicide-one-wounded-asp-arrests-suspect/,,,,,,,,,,,,Elva Cortez,,,
1992193,https://www.arkansasonline.com/news/2021/may/02/2-dead-1-injured-in-nw-shooting/,,,,,,,,,,,,Elva Cortez,,,
1993617,https://www.gunviolencearchive.org/incident/1993617,,,,,,,,,,,,Chae-ann L,,,
1992320,https://www.gunviolencearchive.org/incident/1992320,,,,,,,,,,,,Chae-ann L,,,
1992320,https://www.ajc.com/news/breaking-arrest-made-in-15-year-old-girls-shooting-death/4PZUXD6E6NAHZMO3U4S3Z5EGJY/,,,,,,,,,,,,Chae-ann L,,,
1992281,https://www.wearegreenbay.com/news/local-news/happening-now-active-situation-at-oneida-casino/ ,,,,,,,,,,,,Chae-ann L,,,
1992281,https://www.gunviolencearchive.org/incident/1992281?__cf_chl_jschl_tk__=80989f482566267f3386066c94eb53e6333d03e5-1624494572-0-AQmvc99zYW6eOaImn-w_hbTLTg8xpTiaTboM3vHCP9F5hHrlFoAn_LHgjsVVnLia7Gv5e4N837zcdfUwCHH8Jkr8eaWkuOaVM7QRNP2T5eVAp0GJ3nWEHbN-4_WCOPvDvFMoFnA2erm6IZwpAJVVqN6Jl_jt187DPqAGkvIvWpgz8BbrHyYaMRbSgQi5l4bSJ_YPZpuZ-ygatbvmqeq33E3ssWYb02fhTXpwmUnIXSNDWp2mmcvndSLUy4iBjvXzsvpPuV2OA_LyMSI8S0C36Rbg1NENhkk5MRUnMucc-IxbUigb39pQxKVrRNQJmDU5ckz2j0S3EYvo7uMhcXiQh6FghlviZbEZjuyned2sg9wR9-gwf1fxoECdwE6z3y6B0feEQEOxA3aUPaWrMux2CNmKj7G9gKLAoV9Fd_AUS2nv,,,,,,,,,,,,Chae-ann L,,,
1992410,https://www.gunviolencearchive.org/incident/1992410,,,,,,,,,,,,Michael Monetti,,,
1990821,https://www.gunviolencearchive.org/incident/1990821,,,,,,,,,,,,Michael Monetti,,,
1990680,https://www.gunviolencearchive.org/incident/1990680,,,,,,,,,,,,Michael Monetti,,,
1989840,https://www.gunviolencearchive.org/incident/1989840,,,,,,,,,,,,Michael Monetti,,,
1988252,https://www.gunviolencearchive.org/incident/1988252,,,,,,,,,,,,Michael Monetti,,,
1988688,https://www.gunviolencearchive.org/incident/1988688,,,,,,,,,,,,Michael Monetti,,,
1989096,https://www.gunviolencearchive.org/incident/1989096,,,,,,,,,,,,Michael Monetti,,,
